return_id,order_id,product_name,customer_name,return_date,reason,quantity_returned,refund_amount
RET-59424,CA-2014-109127,Avery 492,John Castell,2023-06-01,Defective,6,15.35
RET-70142,CA-2017-141117,Acme Softgrip Scissors,Juliana Krohn,2026-03-20,Changed Mind,2,12.39
RET-43792,CA-2015-111780,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Ralph Arnett,2024-06-15,Damaged,1,5.36
RET-40137,CA-2016-119025,Belkin 5 Outlet SurgeMaster Power Centers,Paul Van Hugh,2024-08-06,Not as Described,4,203.84
RET-11274,CA-2015-124450,Staples in misc. colors,Greg Tran,2023-10-13,Not as Described,2,13.69
RET-98302,CA-2014-138527,Fellowes 8 Outlet Superior Workstation Surge Protector,Brad Norvell,2023-02-22,Not as Described,3,81.95
RET-72463,CA-2017-104731,Newell 35,Anne McFarland,2025-12-26,Not as Described,5,16.17
RET-45268,CA-2017-157966,"Eberhard Faber 3 1/2"" Golf Pencils",Stephanie Ulpright,2025-08-27,Wrong Item,2,11.65
RET-34925,CA-2017-112809,Safco Steel Mobile File Cart,Russell Applegate,2026-02-13,Changed Mind,3,197.27
RET-41726,US-2017-142188,Ibico Ibimaster 300 Manual Binding System,Jennifer Ferguson,2026-03-09,Not as Described,2,498.68
RET-42728,CA-2017-143259,Gear Head AU3700S Headset,Patrick O'Donnell,2026-06-08,Defective,2,21.84
RET-25712,CA-2016-138478,Xerox 193,Dennis Pardue,2025-04-04,Damaged,2,11.43
RET-10868,CA-2015-123155,Panasonic KX T7736-B Digital phone,Noel Staavos,2023-09-02,Defective,3,323.36
RET-51342,US-2014-114188,Acco 6 Outlet Guardian Basic Surge Suppressor,Randy Ferguson,2022-10-24,Changed Mind,4,29.09
RET-76995,CA-2014-131450,Fellowes Superior 10 Outlet Split Surge Protector,Lena Radford,2023-01-29,Not as Described,2,68.37
RET-26809,CA-2015-118444,"Belkin 325VA UPS Surge Protector, 6'",Valerie Dominguez,2024-04-20,Damaged,2,183.9
RET-80879,CA-2016-115756,Aluminum Document Frame,Pete Kriz,2025-02-24,Damaged,1,10.95
RET-99959,CA-2014-162089,Innergie mMini Combo Duo USB Travel Charging Kit,Mark Packer,2022-09-18,Wrong Item,3,94.88
RET-70302,CA-2017-128041,KI Conference Tables,Rick Wilson,2026-02-18,Not as Described,1,66.61
RET-37623,CA-2014-148383,GBC DocuBind 300 Electric Binding Machine,Resi PÃ¶lking,2023-06-21,Changed Mind,1,126.61
RET-90318,CA-2014-115812,Chromcraft Rectangular Conference Tables,Brosina Hoffman,2022-11-30,Not as Described,2,328.0
RET-45311,CA-2017-164378,Hon Mobius Operator's Chair,Michelle Moray,2025-12-23,Changed Mind,5,471.86
RET-75374,CA-2014-128209,DMI Eclipse Executive Suite Bookcases,Greg Tran,2023-05-09,Changed Mind,6,2099.75
RET-58799,CA-2014-118339,"Memo Book, 100 Message Capacity, 5 3/8Â x 11Â",Bradley Nguyen,2022-08-26,Not as Described,4,25.35
RET-33578,US-2017-162208,Convenience Packs of Business Envelopes,Stefania Perrino,2026-02-26,Defective,1,2.48
RET-23090,CA-2015-149587,"Seth Thomas 13 1/2"" Wall Clock",Karl Braun,2023-07-07,Not as Described,3,49.99
RET-59923,CA-2017-112809,Acco D-Ring Binder w/DublLock,Russell Applegate,2026-02-15,Wrong Item,2,7.79
RET-11276,CA-2017-135419,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Bruce Geld,2026-04-10,Wrong Item,2,217.55
RET-92660,CA-2014-156790,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Vivek Gonzalez,2023-01-24,Defective,4,128.55
RET-73782,CA-2014-138940,Jawbone JAMBOX Wireless Bluetooth Speaker,Gary Mitchum,2022-10-01,Not as Described,6,654.57
RET-31409,CA-2015-144722,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Monica Federle,2023-08-27,Damaged,1,37.94
RET-92557,CA-2016-146633,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Toby Gnade,2025-04-24,Damaged,1,910.34
RET-57312,CA-2016-110772,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Nick Zandusky,2025-05-07,Not as Described,3,75.4
RET-63970,CA-2016-101672,Global Deluxe High-Back Manager's Chair,Daniel Byrd,2025-03-23,Damaged,3,596.32
RET-95179,CA-2014-109890,Griffin GC17055 Auxiliary Audio Cable,Patrick Gardner,2023-01-04,Defective,1,16.47
RET-98236,CA-2015-156510,Turquoise Lead Holder with Pocket Clip,Erica Hackney,2024-03-04,Defective,1,5.84
RET-20277,US-2017-147655,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Aaron Smayling,2026-02-22,Changed Mind,7,83.43
RET-28985,CA-2014-145254,Acme Softgrip Scissors,Nick Crebassa,2023-01-14,Wrong Item,3,21.8
RET-90256,CA-2016-118500,Acme Tagit Stainless Steel Antibacterial Scissors,Heather Jas,2025-05-10,Defective,3,26.27
RET-55039,CA-2015-161795,"OIC #2 Pencils, Medium Soft",Adam Hart,2024-06-05,Wrong Item,1,1.23
RET-45058,CA-2017-150266,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,Rose O'Brian,2026-05-08,Defective,3,167.49
RET-68313,CA-2015-122210,Fellowes PB200 Plastic Comb Binding Machine,William Brown,2024-05-23,Not as Described,2,87.13
RET-64262,CA-2016-110254,Advantus Panel Wall Certificate Holder - 8.5x11,Max Ludwig,2025-01-30,Wrong Item,9,109.04
RET-40753,US-2017-106145,Xerox 1895,Ruben Ausman,2026-03-06,Not as Described,1,4.93
RET-37600,US-2017-132206,Storex DuraTech Recycled Plastic Frosted Binders,Michael Kennedy,2025-12-12,Wrong Item,6,4.83
RET-72021,CA-2015-154900,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Sung Shariari,2023-08-09,Defective,1,4.65
RET-78679,US-2015-115238,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Jane Waco,2023-10-04,Damaged,1,6.18
RET-21050,CA-2017-128965,Stockwell Push Pins,Pamela Stobb,2025-09-23,Changed Mind,3,6.04
RET-47247,US-2017-167920,Logitech ClearChat Comfort/USB Headset H390,John Lee,2026-05-21,Changed Mind,2,49.76
RET-32361,CA-2016-118311,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Emily Ducich,2025-04-16,Damaged,2,148.73
RET-52624,CA-2014-103317,Wilson Jones Four-Pocket Poly Binders,Don Miller,2022-12-09,Changed Mind,3,5.72
RET-27709,CA-2016-130484,GBC Imprintable Covers,Sheri Gordon,2025-02-08,Defective,5,14.98
RET-93342,CA-2017-156363,#6 3/4 Gummed Flap White Envelopes,Marina Lichtenstein,2026-03-30,Defective,4,29.34
RET-73131,CA-2015-155306,Prang Drawing Pencil Set,George Ashbrook,2023-10-03,Defective,2,5.46
RET-57943,CA-2017-119809,"Contract Clock, 14"", Brown",Yana Sorensen,2026-01-28,Changed Mind,1,19.53
RET-10012,CA-2016-128671,Xerox 202,Michelle Tran,2025-01-22,Defective,2,11.15
RET-71498,CA-2016-102134,Westinghouse Clip-On Gooseneck Lamps,Sibella Parks,2024-09-12,Defective,1,7.27
RET-72530,CA-2017-106859,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Benjamin Farhat,2025-08-16,Not as Described,8,89.84
RET-88250,CA-2017-133046,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Dennis Kane,2025-12-30,Wrong Item,4,180.37
RET-34716,CA-2016-165561,"Elite 5"" Scissors",Clay Rozendal,2025-05-22,Changed Mind,1,7.69
RET-31400,CA-2015-145324,12-1/2 Diameter Round Wall Clock,Duane Huffman,2024-05-05,Changed Mind,2,35.12
RET-20382,US-2016-146066,"Iceberg OfficeWorks 42"" Round Tables",Rick Bensley,2025-02-19,Changed Mind,7,535.27
RET-90375,CA-2014-104773,"Companion Letter/Legal File, Black",Thomas Boland,2023-05-31,Not as Described,1,27.29
RET-45235,CA-2015-158701,Acco 6 Outlet Guardian Premium Surge Suppressor,James Lanier,2023-06-17,Changed Mind,6,82.87
RET-47957,CA-2015-163181,Canon PC170 Desktop Personal Copier,Adrian Barton,2024-04-16,Damaged,1,80.28
RET-45669,CA-2017-127180,Polycom CX600 IP Phone VoIP phone,Tom Ashbrook,2026-04-14,Defective,8,2216.14
RET-29942,CA-2016-112123,Pyle PMP37LED,Brosina Hoffman,2024-08-21,Damaged,2,165.9
RET-23405,CA-2016-108616,"Sanford Colorific Colored Pencils, 12/Box",Joe Kamberova,2025-03-20,Not as Described,1,2.41
RET-11075,US-2014-161305,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Sarah Bern,2022-11-17,Wrong Item,1,6.59
RET-38467,CA-2015-140410,Coloredge Poster Frame,Corinna Mitchell,2024-04-08,Not as Described,1,11.4
RET-75325,CA-2016-137337,Satellite Sectional Post Binders,Giulietta Baptist,2024-08-24,Not as Described,2,66.48
RET-29148,CA-2015-153878,Newell 324,Trudy Schmidt,2023-10-12,Damaged,1,10.0
RET-71623,CA-2017-161809,RCA Visys Integrated PBX 8-Line Router,Thea Hendricks,2025-07-01,Wrong Item,2,87.28
RET-11653,CA-2016-137204,"Global Stack Chair without Arms, Black",Bill Overfelt,2024-10-07,Damaged,2,40.05
RET-68059,CA-2015-106208,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Julia West,2024-06-06,Wrong Item,6,38.67
RET-22315,US-2014-134733,netTALK DUO VoIP Telephone Service,Brian Moss,2023-03-21,Defective,1,35.27
RET-99318,CA-2016-158694,Peel & Stick Add-On Corner Pockets,Arianne Irving,2025-05-04,Not as Described,1,1.55
RET-15529,CA-2015-119291,Wilson Jones Custom Binder Spines & Labels,Jesus Ocampo,2023-10-27,Defective,1,1.51
RET-93692,CA-2016-146437,Newell 345,Henry Goldwyn,2024-07-17,Not as Described,1,16.88
RET-97385,CA-2017-147032,Avery Personal Creations Heavyweight Cards,Laurel Beltran,2026-01-09,Wrong Item,1,11.28
RET-52534,CA-2017-128265,Deluxe Rollaway Locking File with Drawer,Victoria Wilson,2026-04-23,Damaged,1,385.35
RET-61879,US-2016-127334,Belkin 5 Outlet SurgeMaster Power Centers,Mike Pelletier,2025-05-23,Wrong Item,2,79.93
RET-72294,CA-2016-125017,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Karen Bern,2024-07-09,Defective,1,30.29
RET-42600,CA-2016-152163,"Wilson Jones Hanging View Binder, White, 1""",Jay Fein,2024-12-08,Wrong Item,2,13.55
RET-54357,CA-2017-166695,"Global Geo Office Task Chair, Gray",Chuck Clark,2025-11-07,Damaged,2,121.43
RET-80300,CA-2015-149748,Eldon Image Series Black Desk Accessories,Elizabeth Moffitt,2023-11-04,Damaged,2,7.69
RET-83184,CA-2017-148810,Avery 512,Dan Reichenbach,2025-12-03,Not as Described,4,7.83
RET-12798,CA-2017-140186,Binding Machine Supplies,Patrick Gardner,2026-03-28,Changed Mind,2,44.18
RET-15175,CA-2017-151218,Plastic Stacking Crates & Casters,Pauline Johnson,2025-12-04,Changed Mind,1,3.8
RET-81137,CA-2017-160724,Ibico Covers for Plastic or Wire Binding Elements,Yana Sorensen,2025-10-30,Changed Mind,2,20.97
RET-52425,US-2017-105830,Tennsco Industrial Shelving,Duane Benoit,2025-06-09,Changed Mind,2,71.11
RET-82682,CA-2016-153157,Plantronics Encore H101 Dual EarpiecesÂ Headset,Trudy Brown,2025-02-22,Wrong Item,5,220.91
RET-44517,CA-2017-141446,KeyTronicÂ E03601U1 -Â KeyboardÂ - Beige,Craig Leslie,2026-02-21,Defective,1,16.02
RET-93627,CA-2014-110555,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Michelle Moray,2022-09-25,Defective,4,115.99
RET-91229,CA-2017-156776,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Jeremy Lonsdale,2026-01-22,Not as Described,1,50.54
RET-18302,CA-2017-152912,Adjustable Depth Letter/Legal Cart,Brian Moss,2026-05-06,Defective,3,461.5
RET-99551,US-2016-163461,Xerox 1937,Bobby Trafton,2024-12-17,Changed Mind,2,64.41
RET-47110,CA-2017-143329,9-3/4 Diameter Round Wall Clock,Denise Leinenbach,2026-04-30,Not as Described,3,34.37
RET-22616,US-2015-153374,Logitech Wireless Headset h800,Jill Fjeld,2023-07-25,Defective,6,414.87
RET-27009,US-2017-156356,Satellite Sectional Post Binders,Natalie DeCherney,2025-10-10,Wrong Item,1,7.02
RET-73618,US-2014-123183,Sauder Inglewood Library Bookcases,Georgia Rosenberg,2023-05-19,Wrong Item,1,143.69
RET-60934,CA-2016-114860,Magnifier Swing Arm Lamp,Duane Noonan,2025-05-28,Changed Mind,1,19.18
RET-43546,CA-2014-149958,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Alan Shonely,2022-09-03,Damaged,3,42.97
RET-19289,CA-2014-138317,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Natalie Webber,2022-12-05,Damaged,1,20.46
RET-20480,CA-2014-137092,"24 Capacity Maxi Data Binder Racks, Pearl",Lindsay Shagiari,2023-03-29,Changed Mind,3,453.92
RET-83140,US-2014-134971,Wilson Jones Century Plastic Molded Ring Binders,Bart Pistole,2022-12-05,Changed Mind,3,10.12
RET-17641,CA-2016-126004,Enermax Aurora Lite Keyboard,Becky Martin,2025-06-02,Defective,1,74.93
RET-19225,CA-2015-124975,Hon Rectangular Conference Tables,Michael Grace,2023-12-03,Not as Described,5,459.73
RET-22729,US-2016-104815,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Rob Beeghly,2025-02-08,Damaged,2,98.59
RET-34832,US-2014-140452,KI Adjustable-Height Table,Berenike Kampe,2023-06-01,Wrong Item,2,77.93
RET-33448,US-2017-109484,Flexible Leather- Look Classic Collection Ring Binder,Roger Barcio,2026-04-25,Defective,1,5.19
RET-93705,CA-2015-104129,i.Sound Portable Power - 8000 mAh,Erin Smith,2023-08-22,Defective,2,100.6
RET-97194,CA-2016-106950,Plantronics Savi W720 Multi-Device Wireless Headset System,Joe Elijah,2025-02-16,Changed Mind,3,903.05
RET-82085,CA-2017-152695,Convenience Packs of Business Envelopes,Chris Cortes,2026-05-16,Changed Mind,1,3.47
RET-79979,CA-2016-164896,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Penelope Sewall,2025-04-26,Defective,2,12.02
RET-82100,CA-2017-153843,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Shahid Collister,2025-08-30,Not as Described,2,456.09
RET-93000,US-2016-169040,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Greg Tran,2025-06-05,Changed Mind,1,31.67
RET-83812,CA-2017-117821,Microsoft Sculpt Comfort Mouse,Hunter Glantz,2025-12-11,Defective,2,58.91
RET-43303,CA-2014-126480,Xerox 1900,Henry Goldwyn,2023-03-01,Not as Described,2,8.16
RET-10025,CA-2016-114972,Global Deluxe High-Back Office Chair in Storm,Phillip Flathmann,2025-04-20,Damaged,2,215.84
RET-27705,CA-2014-106726,Standard Rollaway File with Lock,Roland Schwarz,2023-05-18,Not as Described,5,723.7
RET-38157,CA-2017-136350,Global Deluxe Office Fabric Chairs,George Ashbrook,2025-11-27,Not as Described,2,172.22
RET-77013,US-2016-105452,"Eldon Image Series Desk Accessories, Ebony",Barry Franz,2024-12-31,Defective,3,14.58
RET-70341,US-2015-131359,"Eldon Regeneration Recycled Desk Accessories, Black",Frank Atkinson,2024-04-20,Not as Described,2,6.34
RET-86304,US-2016-135923,Eldon Pizzaz Desk Accessories,Carlos Meador,2024-06-29,Wrong Item,3,4.57
RET-22046,CA-2015-104346,DAX Wood Document Frame,Irene Maddox,2024-05-21,Defective,3,31.71
RET-20118,CA-2016-118689,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Tamara Chand,2025-03-17,Not as Described,5,24.15
RET-85527,CA-2016-140746,"Bevis Round Bullnose 29"" High Table Top",Roy Collins,2024-07-13,Damaged,1,151.72
RET-85534,CA-2014-159709,"Strathmore #10 Envelopes, Ultimate White",Arianne Irving,2022-11-01,Changed Mind,3,136.0
RET-53829,US-2016-108455,Xerox 192,Mike Kennedy,2025-05-07,Not as Described,1,6.38
RET-25799,US-2016-126452,LogitechÂ Gaming G510s - Keyboard,Scot Coram,2025-02-19,Wrong Item,2,150.14
RET-11498,CA-2016-165330,Rogers Profile Extra Capacity Storage Tub,William Brown,2025-06-06,Changed Mind,3,48.71
RET-51853,CA-2014-165393,GBC Standard Therm-A-Bind Covers,Nathan Cano,2023-05-31,Defective,1,4.51
RET-38940,CA-2016-116596,"Advantus Push Pins, Aluminum Head",Ben Wallace,2025-04-17,Wrong Item,2,10.06
RET-61495,US-2016-144211,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Chad Sievert,2025-02-01,Changed Mind,3,14.65
RET-47982,CA-2015-137281,Xerox 202,Barbara Fisher,2023-12-10,Changed Mind,1,5.47
RET-72371,CA-2014-143336,Cisco SPA 501G IP Phone,Zuschuss Donatelli,2023-02-03,Defective,1,61.71
RET-44413,CA-2016-165015,Staple envelope,Bruce Degenhardt,2024-08-20,Damaged,1,8.5
RET-27088,CA-2016-130799,"Eldon Regeneration Recycled Desk Accessories, Smoke",Berenike Kampe,2025-04-26,Wrong Item,4,6.65
RET-61815,CA-2016-145492,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Matt Connell,2025-05-08,Defective,9,24.56
RET-78714,CA-2016-101525,Xerox 1994,Chris McAfee,2024-10-10,Wrong Item,3,17.95
RET-66369,CA-2017-117646,Southworth 25% Cotton Antique Laid Paper & Envelopes,Sung Chung,2026-01-31,Not as Described,1,5.69
RET-98047,CA-2017-139353,"Computer Room Manger, 14""",Janet Martin,2026-04-21,Changed Mind,3,63.76
RET-52039,CA-2015-140921,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Allen Armold,2023-07-19,Not as Described,2,86.95
RET-49953,CA-2017-107321,Acco Suede Grain Vinyl Round Ring Binder,Arthur Wiediger,2026-02-22,Wrong Item,3,5.37
RET-67961,CA-2017-152093,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Skye Norling,2026-02-24,Defective,3,735.38
RET-40603,CA-2016-151155,DXL Angle-View Binders with Locking Rings by Samsill,Alejandro Ballentine,2025-05-27,Wrong Item,2,12.47
RET-21247,CA-2014-166863,"Array Parchment Paper, Assorted Colors",Sam Craven,2022-12-14,Damaged,2,9.68
RET-91396,CA-2016-120873,Global Executive Mid-Back Manager's Chair,Ben Wallace,2025-04-22,Wrong Item,1,246.93
RET-24585,CA-2017-160031,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Larry Tron,2026-06-03,Not as Described,2,39.79
RET-37395,CA-2016-162726,Xerox 214,Meg Tillman,2025-06-13,Defective,2,8.34
RET-43902,CA-2014-146969,Stockwell Push Pins,Arthur Prichep,2023-03-09,Defective,2,3.96
RET-28526,CA-2016-102456,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Dan Lawera,2024-08-14,Damaged,3,161.65
RET-79048,CA-2016-140501,Tops White Computer Printout Paper,Irene Maddox,2024-12-08,Damaged,3,143.97
RET-36305,CA-2017-116519,Avanti 4.4 Cu. Ft. Refrigerator,Craig Reiter,2026-03-24,Defective,2,293.92
RET-11092,CA-2016-101672,Xerox 1900,Daniel Byrd,2025-03-14,Damaged,1,3.82
RET-96520,CA-2016-168032,Avery Durable Binders,David Flashing,2024-07-15,Not as Described,3,1.48
RET-95119,CA-2016-128517,Nortel Meridian M5316 Digital phone,Sean Wendt,2024-10-09,Changed Mind,1,208.15
RET-23055,CA-2017-126067,Newell 344,Kristina Nunn,2026-02-07,Not as Described,2,5.01
RET-75621,CA-2015-121720,GBC Standard Plastic Binding Systems' Combs,Jim Epp,2023-11-29,Changed Mind,1,1.58
RET-42426,CA-2015-108259,Poly Designer Cover & Back,Noel Staavos,2024-04-28,Defective,6,27.49
RET-30578,CA-2016-145303,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Tom Prescott,2025-02-09,Damaged,2,140.42
RET-91950,CA-2015-156923,Xerox 1920,Sung Pak,2023-07-30,Not as Described,6,31.23
RET-18127,CA-2017-117947,"Seth Thomas 14"" Putty-Colored Wall Clock",Nat Gilpin,2026-01-28,Not as Described,3,75.27
RET-46725,CA-2014-122609,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Darren Powers,2023-04-27,Wrong Item,1,8.28
RET-96105,US-2017-167920,Canon Imageclass D680 Copier / Fax,John Lee,2026-05-16,Wrong Item,2,1371.19
RET-98866,CA-2016-164490,Xerox 196,Stephanie Ulpright,2025-02-10,Defective,2,8.36
RET-85090,CA-2016-116918,Avery Non-Stick Binders,Jamie Kunitz,2025-03-31,Wrong Item,2,2.38
RET-53160,CA-2017-152702,"Global Stack Chair without Arms, Black",Steve Nguyen,2026-03-28,Changed Mind,5,89.29
RET-28163,CA-2017-134649,Avery Poly Binder Pockets,Carol Adams,2025-07-16,Defective,1,3.01
RET-28102,CA-2017-131828,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",Cari Sayre,2025-07-31,Not as Described,3,85.23
RET-27727,CA-2016-154018,Avery Non-Stick Binders,Helen Andreada,2025-04-07,Changed Mind,6,5.28
RET-84035,US-2016-146710,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Sung Shariari,2025-02-23,Wrong Item,1,3.29
RET-25517,CA-2015-169397,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Joni Blumstein,2024-06-06,Wrong Item,1,16.57
RET-51771,CA-2016-103982,High Speed Automatic Electric Letter Opener,Alex Avila,2024-08-16,Changed Mind,1,1238.52
RET-93472,CA-2015-138009,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Sylvia Foulston,2024-05-15,Not as Described,5,79.89
RET-34215,CA-2017-102204,Bush Advantage Collection Racetrack Conference Table,Caroline Jumper,2025-10-08,Damaged,2,383.27
RET-90263,US-2015-138919,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Lindsay Shagiari,2024-03-15,Wrong Item,2,317.07
RET-13418,CA-2016-139395,Newell 333,Matthew Grinstein,2025-06-03,Not as Described,2,4.7
RET-89260,CA-2016-117583,Xerox 1945,Cassandra Brandow,2025-05-02,Changed Mind,4,135.56
RET-60785,US-2014-138247,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Ben Ferrer,2023-06-18,Changed Mind,3,54.98
RET-39658,CA-2014-155390,Xerox 1909,Barry Gonzalez,2023-05-24,Damaged,1,17.57
RET-64138,CA-2015-154284,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Sam Zeldin,2024-06-06,Wrong Item,1,16.99
RET-36812,CA-2017-156776,Cardinal Holdit Business Card Pockets,Jeremy Lonsdale,2026-02-02,Damaged,3,11.92
RET-74217,CA-2015-100818,Storex Dura Pro Binders,Janet Molinari,2023-11-08,Not as Described,2,2.31
RET-66040,CA-2016-129714,GBC DocuBind P400 Electric Binding System,Adam Bellavance,2025-03-03,Changed Mind,4,4257.25
RET-59856,CA-2017-112529,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Stewart Carmichael,2026-05-16,Not as Described,1,110.3
RET-84964,US-2017-105998,Microsoft Sculpt Comfort Mouse,Clay Rozendal,2026-04-18,Defective,5,197.32
RET-15047,CA-2017-152975,Bulldog Table or Wall-Mount Pencil Sharpener,Roger Barcio,2026-03-06,Defective,5,27.8
RET-15559,CA-2015-121783,Staple-based wall hangings,Philisse Overcash,2024-04-16,Wrong Item,2,17.36
RET-15144,CA-2016-157749,Staple-based wall hangings,Ken Lonsdale,2024-11-23,Defective,3,10.28
RET-16461,CA-2017-115931,Design Ebony Sketching Pencil,Jim Mitchum,2026-06-06,Wrong Item,3,3.97
RET-49918,CA-2015-164882,Newell 308,Sandra Glassco,2024-04-12,Not as Described,2,2.96
RET-90364,CA-2017-154116,Hoover Commercial SteamVac,Khloe Miller,2026-06-01,Damaged,2,24.02
RET-70762,CA-2016-123946,Staples,Anthony Johnson,2025-03-09,Changed Mind,3,11.12
RET-33562,CA-2014-168494,Bretford Rectangular Conference Table Tops,Nora Preis,2023-05-17,Defective,12,3250.24
RET-64206,CA-2017-107125,Eldon 200 Class Desk Accessories,Bill Donatelli,2026-05-22,Not as Described,3,15.58
RET-87373,CA-2016-134110,"TOPS Voice Message Log Book, Flash Format",Barry Gonzalez,2025-05-04,Wrong Item,1,3.18
RET-95010,CA-2014-136399,First Data FD10 PIN Pad,Chad Cunningham,2023-06-02,Wrong Item,1,67.15
RET-68903,CA-2015-126697,Longer-Life Soft White Bulbs,Stuart Van,2024-03-17,Not as Described,1,1.01
RET-77065,CA-2015-108665,OtterBox Commuter Series Case - Samsung Galaxy S4,Kalyca Meade,2023-12-11,Defective,5,117.63
RET-15754,CA-2015-149083,Logitech G602 Wireless Gaming Mouse,Sally Hughsby,2024-03-04,Wrong Item,2,145.59
RET-29672,CA-2016-141523,"GBC Laser Imprintable Binding System Covers, Desert Sand",Mark Haberlin,2025-06-01,Wrong Item,3,33.37
RET-16725,US-2016-132577,Avery 494,Jeremy Ellison,2025-05-22,Changed Mind,1,1.75
RET-68491,CA-2017-124716,Xerox 1913,Brendan Dodson,2025-09-08,Not as Described,2,104.97
RET-27245,US-2017-145863,UniKeep View Case Binders,Resi PÃ¶lking,2025-10-14,Wrong Item,1,0.81
RET-11600,CA-2016-102792,Crayola Colored Pencils,Jasper Cacioppo,2025-05-16,Changed Mind,3,9.38
RET-10753,CA-2016-139941,Bionaire 99.97% HEPA Air Cleaner,Christy Brittain,2024-11-30,Defective,2,31.84
RET-96438,CA-2017-169978,DMI Arturo Collection Mission-style Design Wood Chair,Hunter Glantz,2026-06-11,Changed Mind,1,114.6
RET-88802,US-2017-125717,Lenovo 17-Key USB Numeric Keypad,Darrin Sayre,2026-03-17,Defective,2,48.31
RET-46452,CA-2016-167115,Ibico Ibimaster 300 Manual Binding System,Evan Henry,2024-09-07,Defective,1,287.45
RET-37215,US-2017-103226,Southworth 25% Cotton Linen-Finish Paper & Envelopes,David Wiener,2026-03-17,Damaged,3,26.2
RET-55746,CA-2017-113908,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Katherine Nockton,2025-11-11,Damaged,1,156.03
RET-89073,US-2017-108245,Staple envelope,Sally Hughsby,2026-03-01,Not as Described,1,4.17
RET-64651,CA-2017-148404,Toshiba IPT2010-SD IPÂ Telephone,Dean percer,2026-03-20,Wrong Item,1,90.04
RET-96628,CA-2014-107706,"Memo Book, 100 Message Capacity, 5 3/8Â x 11Â",Shui Tom,2022-07-22,Defective,3,13.86
RET-69682,CA-2016-106243,"O'Sullivan Elevations Bookcase, Cherry Finish",Greg Matthias,2025-03-21,Defective,5,437.73
RET-49229,CA-2014-155264,Avery 480,Rachel Payne,2023-04-02,Not as Described,1,3.07
RET-66010,CA-2016-132017,GBC Recycled VeloBinder Covers,Matt Hagelstein,2025-03-12,Defective,2,6.57
RET-25993,US-2014-158057,GBC Prestige Therm-A-Bind Covers,Craig Carroll,2022-08-27,Not as Described,3,27.61
RET-37504,CA-2016-130162,"Personal Filing Tote with Lid, Black/Gray",Jonathan Howell,2025-04-10,Wrong Item,5,68.46
RET-92441,CA-2016-152555,Computer Printout Paper with Letter-Trim Perforations,Maria Etezadi,2024-09-20,Defective,1,12.47
